City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,sioux center,43.0797,-96.1756,22.78,69,0,0.45,US,1726240901
281,hilo,19.7297,-155.09,21.85,85,20,2.57,US,1726240902
282,pudozh,61.8099,36.5345,20.49,51,100,2.08,RU,1726240903
283,ziway,7.9333,38.7167,19.12,81,100,5.3,ET,1726240904
284,tingi,-11.3,35.0333,26.7,28,0,4.32,TZ,1726240905
285,tual,-5.6667,132.75,26.5,79,34,9.38,ID,1726240906
286,isangel,-19.55,169.2667,23.69,89,46,3.0,VU,1726240907
287,mega,4.05,38.3,21.97,39,61,7.64,ET,1726240908
288,kismayo,-0.3582,42.5454,25.63,80,58,7.35,SO,1726240909
289,agaie,9.0167,6.3167,31.54,61,91,0.75,NG,1726240910
290,puerto san jose,13.9256,-90.8244,31.03,62,0,0.0,GT,1726240911
291,santiago de cao,-7.9589,-79.2392,16.07,94,75,4.12,PE,1726240912
292,greymouth,-42.4667,171.2,7.1,94,100,3.04,NZ,1726240913
293,miguel auza,24.2933,-103.4503,20.11,68,85,1.56,MX,1726240914
294,sitangkai,4.6628,119.3928,29.21,70,100,5.45,PH,1726240915
295,puerto armuelles,8.2833,-82.8667,25.05,88,29,0.45,PA,1726240916
296,usinsk,65.9939,57.5281,16.33,80,68,2.72,RU,1726240917
297,aswan,24.0934,32.907,41.46,16,2,7.66,EG,1726240918
298,harstad,68.799,16.5293,12.86,70,26,8.94,NO,1726240919
299,holualoa,19.6228,-155.9522,22.91,87,0,2.06,US,1726240920
300,sai buri,6.7013,101.6168,25.38,82,100,2.78,TH,1726240922
301,kimbe,-5.5502,150.1429,24.1,90,93,2.1,PG,1726240924
302,ambovombe,-25.1667,46.0833,19.67,73,4,9.57,MG,1726240925
303,senhor do bonfim,-10.4614,-40.1894,23.91,55,92,3.76,BR,1726240926
304,andergrove,-21.0833,149.1833,20.11,79,0,8.21,AU,1726240927
305,korla,41.7597,86.1469,24.49,26,99,1.33,CN,1726240928
306,requena,39.4883,-1.1004,21.88,46,17,7.48,ES,1726240929
307,kingston,17.997,-76.7936,33.42,70,20,2.06,JM,1726240930
308,akureyri,65.6835,-18.0878,7.96,49,0,2.57,IS,1726240931
309,port douglas,-16.4833,145.4667,21.44,86,20,3.3,AU,1726240932
310,muisne,0.6,-80.0333,26.65,72,57,3.16,EC,1726240933
311,luocheng,29.3848,104.0286,24.18,92,41,2.72,CN,1726240934
312,selfoss,63.9331,-20.9971,8.8,59,16,3.47,IS,1726240935
313,rikaze,29.25,88.8833,16.52,39,47,3.43,CN,1726240936
314,enriquillo,17.9,-71.2333,30.72,64,0,4.86,DO,1726240937
315,dali,25.7,100.1833,18.93,81,100,0.97,CN,1726240938
316,atafu village,-8.5421,-172.5159,27.78,80,49,6.91,TK,1726240939
317,howard springs,-12.497,131.047,23.95,94,3,2.08,AU,1726240940
318,turkmenbasy,40.0222,52.9552,30.43,12,0,8.23,TM,1726240942
319,leava,-14.3,-178.1667,26.67,84,22,10.11,WF,1726240943
320,fortuna,40.5982,-124.1573,13.85,96,100,0.89,US,1726240945
321,natal,-5.795,-35.2094,29.36,58,40,8.23,BR,1726240749
322,novyy buh,47.6931,32.5216,25.28,50,74,3.44,UA,1726240947
323,zacualtipan,20.65,-98.6,21.13,72,100,0.45,MX,1726240948
324,coahuayana de hidalgo,18.7,-103.6583,27.86,74,21,0.83,MX,1726240949
325,trancas,-26.2314,-65.2803,24.99,26,0,1.99,AR,1726240950
326,kannauj,27.0546,79.922,26.62,80,100,3.63,IN,1726240951
327,gladstone,-23.85,151.25,17.96,68,0,4.12,AU,1726240952
328,jincheng,35.5022,112.8328,22.16,78,64,1.86,CN,1726240953
329,basco,20.4487,121.9702,29.23,76,0,6.04,PH,1726240954
330,caninde de sao francisco,-9.66,-37.7894,34.03,27,1,5.61,BR,1726240955
331,denov,38.2667,67.9,22.94,15,0,1.5,UZ,1726240957
332,ha'il,27.5219,41.6907,40.01,13,40,7.2,SA,1726240958
333,jamestown,42.097,-79.2353,23.34,60,0,2.57,US,1726240750
334,shache,38.4167,77.2406,21.98,27,98,3.35,CN,1726240960
335,arraial do cabo,-22.9661,-42.0278,31.98,45,0,9.26,BR,1726240961
336,prince rupert,54.3161,-130.3201,12.05,100,100,7.2,CA,1726240962
337,huarmey,-10.0681,-78.1522,19.12,77,57,3.91,PE,1726240963
338,albion,42.2431,-84.753,23.43,70,0,2.06,US,1726240964
339,vangaindrano,-23.35,47.6,19.66,74,100,1.36,MG,1726240965
340,manismata,-2.4667,111.0333,23.47,91,21,1.11,ID,1726240966
341,den helder,52.9599,4.7593,14.99,55,75,4.63,NL,1726240967
342,priozersk,61.0393,30.1291,18.94,95,100,2.85,RU,1726240968
343,iskateley,67.6803,53.1512,18.03,74,99,3.3,RU,1726240970
344,thabazimbi,-24.5917,27.4116,34.05,11,3,3.11,ZA,1726240971
345,chernyshevsk,52.5243,117.0174,5.29,48,4,1.5,RU,1726240972
346,east london,-33.0153,27.9116,18.52,77,0,8.75,ZA,1726240973
347,plastun,44.7561,136.2939,5.72,71,8,2.7,RU,1726240974
348,vernon,50.2581,-119.2691,13.02,75,90,2.57,CA,1726240975
349,ulladulla,-35.35,150.4667,9.68,65,23,1.81,AU,1726240976
350,quesada,10.3238,-84.4271,25.93,78,95,2.19,CR,1726240977
351,neiafu,-18.65,-173.9833,23.38,88,40,2.57,TO,1726240978
352,boquete,8.7833,-82.4333,23.89,65,28,0.89,PA,1726240979
353,rio gallegos,-51.6226,-69.2181,7.03,49,20,20.06,AR,1726240908
354,illizi,26.4833,8.4667,37.5,23,88,4.25,DZ,1726240981
355,borogontsy,62.6683,131.1683,1.04,77,8,4.43,RU,1726240982
356,yendi,9.4427,-0.0099,23.17,97,100,3.45,GH,1726240983
357,altai,46.3722,96.2583,9.28,53,30,2.74,MN,1726240984
358,al bayda',32.7627,21.7551,26.9,33,15,4.9,LY,1726240985
359,west mackay,-21.1481,149.1605,19.97,80,0,7.91,AU,1726240986
360,vilhena,-12.7406,-60.1458,33.12,46,34,3.6,BR,1726240987
361,taguatinga,-12.3857,-46.5711,35.39,19,2,3.85,BR,1726240988
362,kertih,4.5141,103.4483,24.01,94,100,0.0,MY,1726240991
363,naze,28.3667,129.4833,26.51,86,69,7.55,JP,1726240992
364,port de pollenca,39.9075,3.0814,17.66,70,100,2.53,ES,1726240993
365,port hedland,-20.3167,118.5667,25.03,65,2,2.06,AU,1726240761
366,kuqa,41.7278,82.9364,23.57,27,100,2.72,CN,1726240995
367,glendive,47.1053,-104.7125,16.79,72,0,3.09,US,1726240996
368,khash,28.2211,61.2158,27.44,14,0,6.64,IR,1726240997
369,ancud,-41.8697,-73.8203,9.73,76,54,1.59,CL,1726240998
370,kamenka,51.3223,42.7678,22.71,26,100,4.75,RU,1726240999
371,okhotsk,59.3833,143.3,7.94,53,7,11.37,RU,1726241000
372,salida,37.7058,-121.0849,19.88,76,0,0.0,US,1726241001
373,kapuvar,47.5922,17.0289,8.01,86,100,15.36,HU,1726241002
374,dwarka,22.2394,68.9678,28.08,74,86,6.0,IN,1726241003
375,ishikawa,26.4233,127.8214,27.41,95,20,2.57,JP,1726241004
376,blainville,45.6668,-73.8825,24.39,72,20,1.03,CA,1726241005
377,la palma,33.8464,-118.0467,20.4,80,100,3.09,US,1726241006
378,olimpia,-20.7372,-48.9147,35.29,15,0,4.94,BR,1726241007
379,moissala,8.3404,17.7663,23.34,93,97,1.4,TD,1726241008
380,bam,29.106,58.357,31.99,11,0,3.18,IR,1726241009
381,labasa,-16.4167,179.3833,23.87,89,60,3.74,FJ,1726241011
382,kristiansund,63.1115,7.732,11.18,71,75,5.66,NO,1726241012
383,carnarvon,-24.8667,113.6333,24.6,54,71,7.11,AU,1726241013
384,qaqortoq,60.7167,-46.0333,5.88,93,100,2.01,GL,1726241014
385,lagos,6.5833,3.75,27.9,74,100,4.19,NG,1726240819
386,pacific grove,36.6177,-121.9166,16.35,95,20,3.58,US,1726241016
387,geraldton,-28.7667,114.6,14.23,88,0,3.6,AU,1726241017
388,ipora,-16.4419,-51.1178,35.19,16,0,3.64,BR,1726241018
389,rechka-vydrino,51.485,104.8461,10.06,79,100,1.38,RU,1726241020
390,g'uzor,38.6214,66.2522,22.53,18,0,1.95,UZ,1726241022
391,bikenibeu village,1.3673,173.1241,27.98,78,40,2.57,KI,1726241023
392,bargaal,11.2864,51.0773,28.61,63,60,1.93,SO,1726241024
393,kununurra,-15.7667,128.7333,26.99,26,19,4.63,AU,1726241025
394,hepo,23.4308,115.8299,25.69,95,6,0.74,CN,1726241026
395,ola,59.5833,151.2833,8.0,85,99,1.17,RU,1726241027
396,bentiu,9.2333,29.8333,29.66,66,100,1.17,SS,1726241028
397,ixtapa,20.7,-105.2,29.57,89,75,2.06,MX,1726241029
398,lenino,45.2986,35.7771,26.44,50,0,1.0,UA,1726241030
399,upper dir,35.2058,71.8756,18.14,86,0,0.97,PK,1726241031
400,parintins,-2.6283,-56.7358,39.46,27,14,2.44,BR,1726241032
401,punta arenas,-53.15,-70.9167,4.06,87,75,13.89,CL,1726241033
402,oroqen zizhiqi,50.5667,123.7167,5.03,56,83,1.09,CN,1726241034
403,vallegrande,-18.4897,-64.1069,25.69,32,9,5.38,BO,1726241035
404,wafangdian,39.6183,122.0081,16.62,79,14,2.83,CN,1726241036
405,morro bay,35.3658,-120.8499,16.75,1,0,0.89,US,1726241037
406,nar'yan-mar,67.6713,53.087,18.08,74,99,3.28,RU,1726241038
407,selkirk,50.1436,-96.8845,22.32,67,88,4.92,CA,1726241039
408,wagar,16.1525,36.2032,39.14,25,82,2.07,SD,1726241040
409,alpena,45.0617,-83.4327,23.95,79,0,0.0,US,1726241041
410,pacasmayo,-7.4006,-79.5714,18.98,77,87,5.06,PE,1726241042
411,lev tolstoy,53.2134,39.446,24.12,31,100,6.07,RU,1726241043
412,kabalo,-6.05,26.9167,37.8,14,7,2.17,CD,1726241044
413,lewistown,40.5992,-77.5714,22.01,84,0,0.0,US,1726241045
414,kitale,1.0157,35.0062,17.33,80,100,2.09,KE,1726241046
415,griffith,41.5284,-87.4237,24.41,60,0,2.57,US,1726240860
416,crane,31.3974,-102.3501,26.87,52,0,6.93,US,1726241048
417,inhambane,-23.865,35.3833,24.99,78,20,8.23,MZ,1726241049
418,pariaman,-0.619,100.12,25.03,83,72,1.51,ID,1726241050
419,nefta,33.8731,7.8777,37.14,19,13,2.59,TN,1726241051
420,takoradi,4.8845,-1.7554,25.98,78,98,5.99,GH,1726241052
421,conduaga,8.862,117.4893,26.51,90,100,6.02,PH,1726241053
422,kasongo-lunda,-6.4667,16.8167,33.65,39,88,2.61,CD,1726241055
423,igarka,67.4667,86.5833,2.99,75,0,7.48,RU,1726241056
424,salvacion,7.9833,126.1333,25.77,76,100,3.67,PH,1726241057
425,mili,6.0815,171.735,27.53,77,67,1.79,MH,1726241058
426,nuuk,64.1835,-51.7216,7.34,81,75,4.12,GL,1726241059
427,nantucket,41.2835,-70.0995,22.06,68,0,3.09,US,1726241060
428,lerwick,60.1545,-1.1494,11.53,61,43,6.04,GB,1726241061
429,verkhnevilyuysk,63.4453,120.3167,0.41,74,82,2.34,RU,1726241062
430,rio hato,8.3833,-80.1667,29.15,74,20,2.06,PA,1726241063
431,walvis bay,-22.9575,14.5053,16.9,59,0,9.71,NA,1726241064
432,mumford,5.2618,-0.759,25.82,80,79,6.46,GH,1726241065
433,soe,-9.8607,124.284,16.08,94,0,2.17,ID,1726241066
434,portstewart,55.1813,-6.714,13.51,61,100,5.16,GB,1726241067
435,ponta delgada,37.7333,-25.6667,24.4,69,20,4.63,PT,1726241068
436,cabedelo,-6.9811,-34.8339,29.37,66,12,6.29,BR,1726241069
437,mirny,62.5353,113.9611,0.5,94,99,2.75,RU,1726241070
438,at taj,24.2049,23.2857,36.76,9,0,4.4,LY,1726241071
439,billiri,9.8647,11.2253,22.98,94,90,3.4,NG,1726241072
440,kencong,-8.2833,113.3667,23.25,87,2,1.57,ID,1726241073
441,ar rutbah,33.0381,40.2848,33.19,14,0,7.39,IQ,1726241074
442,quellon,-43.1167,-73.6167,8.96,75,8,2.19,CL,1726241075
443,alofi,-19.0595,-169.9187,20.94,100,10,1.54,NU,1726241076
444,kiunga,-6.1219,141.2906,22.72,99,100,1.48,PG,1726241077
445,urengoy,65.9667,78.3667,13.14,86,97,5.28,RU,1726241078
446,dunkirk,51.05,2.3667,13.92,82,48,5.87,FR,1726241079
447,sullivan,36.5168,-82.5332,24.45,66,40,3.09,US,1726241080
448,ceelbuur,4.685,46.6176,32.92,39,77,9.88,SO,1726241081
449,mathba,22.2855,89.9629,25.86,92,100,1.92,BD,1726241082
450,kerikeri,-35.2268,173.9474,11.06,92,100,1.71,NZ,1726241083
451,remire-montjoly,4.9167,-52.2667,33.02,58,75,4.63,GF,1726241084
452,parras de la fuente,25.4167,-102.1833,25.41,54,99,4.4,MX,1726241085
453,moju,-1.8839,-48.7689,37.44,28,4,2.73,BR,1726241086
454,santa rita,-7.1139,-34.9781,29.37,58,75,7.2,BR,1726241087
455,wynyard,-41.0,145.7167,6.22,87,89,4.24,AU,1726240980
456,tadine,-21.55,167.8833,21.31,90,12,3.12,NC,1726241089
457,nago,26.5881,127.9761,26.72,91,100,4.46,JP,1726241090
458,haimen,23.1935,116.6142,27.5,83,0,6.99,CN,1726241092
459,ramos arizpe,25.55,-100.9667,26.31,58,92,1.24,MX,1726240905
460,moussoro,13.6408,16.4901,32.58,50,61,4.23,TD,1726241094
461,mugia,43.1041,-9.2179,18.84,64,0,11.61,ES,1726241095
462,nizhnedevitsk,51.5419,38.3657,25.87,24,100,6.81,RU,1726241096
463,manakara,-22.1333,48.0167,20.84,71,100,2.58,MG,1726241097
464,isla mujeres,21.2311,-86.731,31.03,65,100,2.28,MX,1726241098
465,torrington,41.8007,-73.1212,25.07,71,0,1.45,US,1726241099
466,alo,6.5486,4.2686,27.12,80,100,4.82,NG,1726241100
467,tamanrasset,22.785,5.5228,28.95,42,40,2.57,DZ,1726241101
468,kone,-21.0595,164.8658,19.67,94,21,0.46,NC,1726241102
469,bor,56.3567,44.0669,21.96,48,100,3.27,RU,1726241103
470,taulaga,-11.0553,-171.0883,27.61,81,75,8.78,AS,1726241104
471,balkanabat,39.5108,54.3671,29.65,15,3,5.83,TM,1726241105
472,la passe,45.5549,-0.8967,19.01,37,58,2.41,FR,1726241106
473,kodinsk,58.6881,99.1844,7.83,90,100,1.72,RU,1726241107
474,lamu,-2.2717,40.902,25.0,81,12,6.13,KE,1726241108
475,santa terezinha,-29.9002,-50.0904,19.6,88,89,3.77,BR,1726241109
476,kirriemuir,56.674,-3.0034,12.53,68,100,3.64,GB,1726241110
477,poronaysk,49.2167,143.1167,9.37,65,5,4.25,RU,1726241111
478,vanimo,-2.6741,141.3028,25.18,90,100,2.01,PG,1726241112
479,long,18.0761,99.8326,24.93,95,100,0.89,TH,1726241113
480,aitape,-3.1374,142.3475,25.11,90,100,2.86,PG,1726241114
481,timimoun,29.2639,0.231,41.21,9,75,9.77,DZ,1726241116
482,beboto,8.2668,16.939,24.63,86,100,1.06,TD,1726241117
483,armidale,-30.5167,151.65,2.37,99,0,1.63,AU,1726241118
484,weinan,34.5036,109.5089,26.5,50,100,4.4,CN,1726241119
485,dunda,-8.1167,34.25,31.41,15,3,5.62,TZ,1726241121
486,mahibadhoo,3.7833,72.9667,28.45,74,99,2.62,MV,1726241122
487,juneau,58.3019,-134.4197,11.34,97,100,4.12,US,1726241123
488,san patricio,28.017,-97.5169,30.97,61,94,3.04,US,1726241124
489,chokwe,-24.5333,32.9833,35.52,17,2,3.72,MZ,1726241125
490,sant lluis,39.8526,4.2594,20.22,49,20,10.29,ES,1726241126
491,abepura,-2.6333,140.5833,25.45,94,20,1.03,ID,1726241127
492,ometepec,16.6833,-98.4167,26.85,81,90,0.81,MX,1726241128
493,howrah,22.5892,88.3103,28.0,89,100,3.6,IN,1726241129
494,pematangsiantar,2.9595,99.0687,21.83,97,100,1.22,ID,1726241130
495,koudougou,12.25,-2.3667,24.71,87,100,2.97,BF,1726241131
496,novyy urgal,51.0736,132.5642,2.94,80,4,1.44,RU,1726241132
497,tuensang,26.2833,94.8333,20.05,97,52,2.16,IN,1726241133
498,palora,-1.7,-77.9333,26.06,36,10,1.79,EC,1726241134
499,hastings,50.8552,0.5729,17.32,39,58,3.45,GB,1726241135
500,majene,-3.5403,118.9707,24.53,74,100,5.97,ID,1726241136
501,arteche,12.2645,125.4048,25.91,86,100,2.68,PH,1726241137
502,dalandzadgad,43.5708,104.425,10.39,71,94,3.88,MN,1726241138
503,chamical,-30.36,-66.314,21.61,23,0,1.63,AR,1726241139
504,abaza,52.655,90.0928,8.59,85,100,1.29,RU,1726241140
505,st. john's,47.5649,-52.7093,18.21,47,20,4.63,CA,1726241141
506,nadi,-17.8,177.4167,23.0,83,20,0.0,FJ,1726241142
507,tarnova,46.3167,21.8,15.85,96,100,1.94,RO,1726241144
508,freetown,8.484,-13.2299,26.84,83,75,4.63,SL,1726241147
509,san rafael del yuma,18.4299,-68.6739,31.11,52,5,3.26,DO,1726241148
510,quartu sant'elena,39.2419,9.1839,22.24,41,20,10.8,IT,1726241149
511,midvagur,62.0511,-7.1939,9.46,76,75,3.09,FO,1726241150
512,turbat,26.0023,63.044,31.49,49,0,6.54,PK,1726241151
513,puerto rico,-26.796,-55.024,27.76,48,95,1.79,AR,1726241152
514,jabat,7.75,168.9751,28.29,77,50,2.23,MH,1726241153
515,saint-philippe,-21.3585,55.7679,20.5,75,100,5.49,RE,1726241154
516,isabela,6.7085,121.9711,26.03,88,100,4.39,PH,1726241156
517,jieshi,22.8134,115.8257,27.73,82,3,7.0,CN,1726241157
518,vila do maio,15.1333,-23.2167,26.53,74,78,6.56,CV,1726241158
519,belen,36.4891,36.2233,26.08,54,0,7.72,TR,1726241159
520,ta`u,-14.2336,-169.5144,26.39,83,30,8.91,AS,1726241160
521,luchegorsk,46.4764,134.2569,7.78,71,91,1.53,RU,1726241161
522,santa ana,33.7456,-117.8678,20.42,80,100,1.54,US,1726240879
523,bamboo flat,11.7,92.7167,28.05,89,40,3.6,IN,1726241164
524,puerto aysen,-45.4,-72.7,6.39,93,70,2.37,CL,1726241165
525,puerto deseado,-47.7503,-65.8938,8.97,38,0,6.63,AR,1726241166
526,babor - ville,36.4899,5.5393,18.37,80,98,3.61,DZ,1726241167
527,flin flon,54.7682,-101.865,18.91,82,75,5.14,CA,1726241168
528,cannonvale,-20.2833,148.7,21.66,81,10,7.24,AU,1726241169
529,kabanga,-2.6386,30.4678,29.37,20,53,3.97,TZ,1726241170
530,yoichi,43.2039,140.7703,16.15,55,69,2.8,JP,1726241171
531,sogndal,61.2283,7.1003,12.21,61,40,2.06,NO,1726241172
532,kodinar,20.7903,70.7031,26.53,80,92,4.73,IN,1726241174
533,lander,42.833,-108.7307,14.43,53,0,0.0,US,1726241175
534,auki,-8.7676,160.7034,24.87,91,100,1.54,SB,1726241176
535,san clemente del tuyu,-36.3569,-56.7235,13.67,66,84,2.95,AR,1726241177
536,lunzenau,50.95,12.7667,11.84,91,100,5.14,DE,1726241178
537,nili,33.7218,66.1302,17.81,11,0,1.98,AF,1726241179
538,camacupa,-12.0167,17.4833,26.96,35,48,1.94,AO,1726241180
539,hailey,43.5196,-114.3153,7.67,72,0,5.14,US,1726241181
540,manicore,-5.8092,-61.3003,41.71,15,3,1.55,BR,1726241182
541,tarawa,1.419,172.984,28.05,78,40,2.57,KI,1726241184
542,maamba,-17.3667,27.15,32.78,15,3,4.3,ZM,1726241185
543,arno,60.1167,18.6333,13.9,65,87,3.32,SE,1726241186
544,kolonia town,6.964,158.206,25.0,100,100,1.03,FM,1726241187
545,penzance,50.1186,-5.5371,15.62,58,20,3.6,GB,1726241188
546,cockburn town,21.4612,-71.1419,28.83,77,91,5.69,TC,1726241189
547,gillette,44.2911,-105.5022,15.03,44,1,1.79,US,1726241072
548,damghan,36.1683,54.348,26.45,35,100,2.16,IR,1726241191
549,tailai,46.3833,123.4,8.84,51,99,3.03,CN,1726241193
550,selebi-phikwe,-21.979,27.8498,34.16,9,0,4.81,BW,1726241194
551,hami,42.8,93.45,24.61,20,3,3.54,CN,1726241195
552,sao joao da barra,-21.6403,-41.0511,30.05,65,0,10.76,BR,1726241196
553,vredendal,-31.6683,18.5012,18.03,47,0,6.65,ZA,1726241197
554,pampa,35.5362,-100.9599,25.02,53,0,7.2,US,1726241199
555,xichang,27.8964,102.2634,18.82,91,66,0.79,CN,1726241200
556,susuman,62.7833,148.1667,3.26,93,99,0.84,RU,1726241201
557,balsas,-7.5325,-46.0356,36.94,19,2,4.61,BR,1726241202
558,inarajan village,13.2736,144.7484,25.78,95,100,5.95,GU,1726241203
559,thunder bay,48.4001,-89.3168,16.99,100,100,4.63,CA,1726241204
560,klyavlino,54.2649,52.0267,15.35,59,27,2.98,RU,1726241205
561,mejit,10.2753,170.8646,28.48,80,100,8.4,MH,1726241207
562,sept-iles,50.2001,-66.3821,21.29,48,40,5.66,CA,1726241208
